usernames,post_captions,like_counts,comments_counts,comments_content,comment_user,types,id,post_lang,comment_lang,lang_comb
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,😍❤️,gum_taster,GraphImage,2285460455914849241,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,@gum_taster ☺️,koma.kw,GraphImage,2285460455914849241,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,"السلام عليكم ويعطيكم العافيه 
بغيت اسال اذا عندكم عروض وخدمات حق وزاره الصحه والداخليه الصفوف الاماميه",ahdalwefa,GraphImage,2285460455914849241,en,ar,enar
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,"‎للدعاية و الإعلان عند @houseofmugs ‎حالياً لديهم اعلانات من غير مبلغ ‎راسلوهم على الخاص
‎او على الايميل houseofmugs.kwt@hotmail.com ‎‏For publicity and advertising at @houseofmugs
‎‏ Currently they have ads without payment

Contact them by dm @houseofmugs

Or 
Email ‎‏houseofmugs.kwt@hotmail.com",kuwait_on_board,GraphImage,2285460455914849241,en,ar,enar
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,😍,am_blog97,GraphImage,2285460455914849241,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE NUTELLA 🥐 | #KOMAdelivery #food #breakfast #delicious #coffee #coffeeholic,-1,6,♥️,muhammadbaig_official,GraphImage,2285460455914849241,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Croissant 🥐 Zataar | #KOMAdelivery,-1,1,😍,am_blog97,GraphImage,2284333449340865213,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE CHEESE 🧀 | #KOMAdelivery,-1,3,😋♥️,ammaneh_,GraphImage,2283475566441129215,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE CHEESE 🧀 | #KOMAdelivery,-1,3,@ammaneh_ 🌷🌷,koma.kw,GraphImage,2283475566441129215,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,BREATHE CHEESE 🧀 | #KOMAdelivery,-1,3,🤤,am_blog97,GraphImage,2283475566441129215,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,PANAMA 🇵🇦 FILTER | #KOMAdelivery,-1,3,Panama 🇵🇦😍☕️,coffee.life.blog,GraphImage,2281415047500614113,en,en,enen
koma.kw,PANAMA 🇵🇦 FILTER | #KOMAdelivery,-1,3,@coffee.life.blog 👌🏻,koma.kw,GraphImage,2281415047500614113,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,PANAMA 🇵🇦 FILTER | #KOMAdelivery,-1,3,😍,am_blog97,GraphImage,2281415047500614113,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,FILTER COFFEE BEANS | #komadelivery,-1,2,How much?,bi72x,GraphImage,2279738325604660799,en,en,enen
koma.kw,FILTER COFFEE BEANS | #komadelivery,-1,2,@bi72x 5 kd (250 gram),koma.kw,GraphImage,2279738325604660799,en,en,enen
koma.kw,"Nutella | #KOMAdelivery
خصم ٢٥٪؜ على تطبيق طلبات 
توصيل مجاني 🚗",-1,2,🤤❤️,the.coffeekw,GraphImage,2277305783978837494,ar,Emjoi or No Caption,arEmjoi or No Caption
koma.kw,"Nutella | #KOMAdelivery
خصم ٢٥٪؜ على تطبيق طلبات 
توصيل مجاني 🚗",-1,2,@the.coffeekw ❤️❤️,koma.kw,GraphImage,2277305783978837494,ar,Emjoi or No Caption,arEmjoi or No Caption
koma.kw,"Pistachio | #KOMAdelivery
خصم ٢٥٪؜ على تطبيق طلبات 
توصيل مجاني 🚗",-1,1,😍🔥,its_ryo0om,GraphImage,2277305531683168621,ar,Emjoi or No Caption,arEmjoi or No Caption
koma.kw,"Kinder | #KOMAdelivery
خصم ٢٥٪؜ على تطبيق طلبات 
توصيل مجاني 🚗",-1,1,😍😍😍,its_ryo0om,GraphImage,2277305183254051773,ar,Emjoi or No Caption,arEmjoi or No Caption
koma.kw,FIND US ON COFE APP | #KOMAinfo,-1,3,😍👏🏼,the.coffeekw,GraphImage,2274690638932958373,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,FIND US ON COFE APP | #KOMAinfo,-1,3,@the.coffeekw 🙏🏻,koma.kw,GraphImage,2274690638932958373,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,FIND US ON COFE APP | #KOMAinfo,-1,3,👌🏼👌🏼💙,eng.caffeine,GraphImage,2274690638932958373,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,GRAB YOUR COFFEE | #KOMAVibes,-1,1,😋,ammaneh_,GraphImage,2271755836189785738,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,HOT CHOCOLATE HONEYMOON 🍯 🌝 | #KOMAVibes,-1,1,🤤❤️,the.coffeekw,GraphImage,2269727793577237954,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Grab your coffee ☕️ | #KOMAVibes,-1,2,الصوره ✅👌🏻,food_testerkw,GraphImage,2269094357908938692,en,ar,enar
koma.kw,Grab your coffee ☕️ | #KOMAVibes,-1,2,@food_testerkw ❤️❤️❤️,koma.kw,GraphImage,2269094357908938692,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,صعععععععب 😍☕,caffeinemood,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,ناااار 🔥,craf.ten,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👏👏👏,alhdari,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,برافوووو بس انصدمة من الفكرة رائعة والأخراج رائع,a_al98re,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👌🏼👌🏼👏🏼👏🏼👏🏼👏🏼👏🏼,eng.caffeine,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,🔥🔥🔥,ayat.shehabq8,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👏🏻👏🏻👏🏻🔥🔥🔥😍😍😍,mohm.oh99,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,❤️❤️❤️❤️❤️❤️,om_naser_2012,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👏🏻👏🏻عجيب,coofetalk,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,❤️😍,the.coffeekw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,🔥🔥❤,j_a_j,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,💪😏,j_a_aljaber,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,😍😍قويه 👏🏻,food_testerkw,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👏🏼👏🏼👏🏼👏🏼👏🏼😍🔥🔥,mutarrii,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,Nice,khaled_manea,GraphVideo,2265769629672718028,en,en,enen
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,Woooooow naaar ♥️ @j_a_aljaber,noor_alshamii,GraphVideo,2265769629672718028,en,en,enen
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@alshami_noor ❤️💪,j_a_aljaber,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,على بالي اعلان فلم 😂😂,mr.bashar,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,😍😍😍🔥🔥,deetrendkw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,🔥🔥🔥🔥🔥,jalshami,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@j_a_aljaber صح والله بو فواز طول عمرك مبدع,b__alali,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,👌🏻👌🏻👌🏻✔️,kwfashionads,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,قوي🔥🔥🔥🔥,cf6co,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,🔥👏🏻,mohsen_9,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,ابداااااااااع 🌪🌪🌪,a.alamrh,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,🔥🔥🔥🔥🔥,mr_965_,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,Love the ad ♥️,firestarter_21,GraphVideo,2265769629672718028,en,en,enen
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,لكم وحشه 😢💙💙,kwr_m,GraphVideo,2265769629672718028,en,ar,enar
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@kwr_m ❤️❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@a.alamrh 🙏🏻,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@mr_965_ 🙏🏻,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@firestarter_21 ❤️❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@mohsen_9 ❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@mutarrii 🙏🏻,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@food_testerkw ❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@j_a_aljaber ❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Car service available: 50260972 | #KOMAinfo,-1,37,@the.coffeekw ❤️,koma.kw,GraphVideo,2265769629672718028,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Cappuccino morning | #KOMAVibes,-1,4,😍❤️,the.coffeekw,GraphImage,2262316920084669327,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Cappuccino morning | #KOMAVibes,-1,4,باجر فاتحين🙏🏻,ftha89_kw,GraphImage,2262316920084669327,en,ar,enar
koma.kw,Cappuccino morning | #KOMAVibes,-1,4,@fbader89_ فاتحين استلام وخدمة السيارات,koma.kw,GraphImage,2262316920084669327,en,ar,enar
koma.kw,Cappuccino morning | #KOMAVibes,-1,4,😍😍😍😍,h.trend.7,GraphImage,2262316920084669327,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Try our organic red tea | #KOMAmood,-1,3,😍👏,the.coffeekw,GraphImage,2260988956915160367,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Try our organic red tea | #KOMAmood,-1,3,الصورة قوووية,the.coffeekw,GraphImage,2260988956915160367,en,ar,enar
koma.kw,Try our organic red tea | #KOMAmood,-1,3,@the.coffeekw 🙏🏻🙏🏻,koma.kw,GraphImage,2260988956915160367,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,Nutella weekend vibes | #KOMAVibes,-1,2,ياريت تردون توفرون كرواسون اللوز 🙏🏻,f6aamy90,GraphImage,2258959914858786450,en,ar,enar
koma.kw,Nutella weekend vibes | #KOMAVibes,-1,2,@f6aamy90 ان شاء الله 👌🏻,koma.kw,GraphImage,2258959914858786450,en,ar,enar
koma.kw,LOVELY MORNING | #KOMAbreakfast,-1,1,دايركت,moonvip369,GraphImage,2253673750539149983,en,ar,enar
koma.kw,CHOCOLATE MONDAY | #KOMAVibes,-1,1,ممكن تشوفون الخاص ؟,lu_bu_official,GraphImage,2245702521001755730,en,ar,enar
koma.kw,FRIDAY GATHERING | #KOMAvibes,-1,1,😍🤤,the.coffeekw,GraphImage,2243728591613336046,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,HONEY CAKE VIBES 🍯 | #KOMAVibes,-1,1,❤️❤️❤️,faisal_abdulazizel,GraphImage,2237111532196667134,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,NUTELLA BREAK | #KOMAmood,-1,1,😍,the.coffeekw,GraphImage,2236256084283220030,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,SAFFRON MOOD: ON | #KOMAmood,-1,2,😍,the.coffeekw,GraphImage,2235612513993608454,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,SAFFRON MOOD: ON | #KOMAmood,-1,2,😍 احلى كيكة,kounoz_3542,GraphImage,2235612513993608454,en,ar,enar
koma.kw,"ALL FRESH JUICES
NO ARTIFICIAL PRESERVATIVES 
NO ARTIFICIAL FLAVORS 
USING STEVIA
#KOMAjuices",-1,1,👏,1970q81970,GraphImage,2232726682819830037,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,"نلخص اهتمامنا بنقاط:
العصائر طبيعية 
نستخدم بديل السكر ستيفيا
خالي من المواد الحافظة
خالية من الألوان الصناعية 
#KOMAjuices",-1,1,👏👏👏,1970q81970,GraphImage,2232724235996943597,ar,Emjoi or No Caption,arEmjoi or No Caption
koma.kw,EGGS HASH BROWN AND CHEESE | #KOMAsandwich,-1,4,😍,craf.ten,GraphImage,2229125288837764302,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,EGGS HASH BROWN AND CHEESE | #KOMAsandwich,-1,4,🔥🔥,saud12,GraphImage,2229125288837764302,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,EGGS HASH BROWN AND CHEESE | #KOMAsandwich,-1,4,😍😍,alhdari,GraphImage,2229125288837764302,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,EGGS HASH BROWN AND CHEESE | #KOMAsandwich,-1,4,👌🏼👌🏼👌🏼👌🏼,mooh_92,GraphImage,2229125288837764302,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,WORK = DOUBLE SHOT | #KOMAvibes,-1,1,We need triple shot espresso = Sunday,craf.ten,GraphImage,2209285360884845765,en,en,enen
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,Almond 🖤,mz.magazine,GraphImage,2207408519601267850,en,en,enen
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,Almond ®️,ministerf,GraphImage,2207408519601267850,en,en,enen
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,Cheese 🔥🔥🔥,craf.ten,GraphImage,2207408519601267850,en,en,enen
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,❤️❤️❤️❤️,1970q81970,GraphImage,2207408519601267850,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,♥️,muhammadbaig_official,GraphImage,2207408519601267850,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,ALMOND OR CHEESE | #KOMAmood,-1,6,Cheese,kounoz_3542,GraphImage,2207408519601267850,en,en,enen
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,Lovely ®️,ministerf,GraphImage,2204646190388226226,en,en,enen
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,🔥🔥,craf.ten,GraphImage,2204646190388226226,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,😍😍😍😍😍😍😍😍😍😍,a7med_alm,GraphImage,2204646190388226226,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,😍😫,saalmuneer,GraphImage,2204646190388226226,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,😍حسابكم مميز نتشرف بالمرور بحسابكم😍,chalet_kwa,GraphImage,2204646190388226226,en,ar,enar
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,اقوى هوت جوكلت بالكوووووون 👍👍👍👍,om_naser_2012,GraphImage,2204646190388226226,en,ar,enar
koma.kw,WINTER VIBES : HOT CHOCOLATE | #KOMAwinter,-1,7,@om_naser_2012 ❤️❤️❤️,koma.kw,GraphImage,2204646190388226226,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,FAMOUS CAPPUCCINO | #KOMAvibes,-1,5,من احلى القهاوي اللي جربتهم ، ❤️,hoj.brand,GraphImage,2201708063197534986,en,ar,enar
koma.kw,FAMOUS CAPPUCCINO | #KOMAvibes,-1,5,🔥🔥,faisal_abdulazizel,GraphImage,2201708063197534986,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,FAMOUS CAPPUCCINO | #KOMAvibes,-1,5,😍 أقوى قهوه بالكويت,3bdallah,GraphImage,2201708063197534986,en,ar,enar
koma.kw,FAMOUS CAPPUCCINO | #KOMAvibes,-1,5,أقوي قهوه عندكم,ghadeeralhasm,GraphImage,2201708063197534986,en,ar,enar
koma.kw,FAMOUS CAPPUCCINO | #KOMAvibes,-1,5,@saad_10_q8,3dol_q8,GraphImage,2201708063197534986,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,ART | #KOMAmood,-1,3,🔥🔥🔥,ebraalfouzan,GraphImage,2199420284543450033,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,ART | #KOMAmood,-1,3,@ebraalfouzan 🙏🏻,koma.kw,GraphImage,2199420284543450033,en,Emjoi or No Caption,enEmjoi or No Caption
koma.kw,ART | #KOMAmood,-1,3,Article 🔥,craf.ten,GraphImage,2199420284543450033,en,en,enen
koma.kw,Choose your prefer milk 🥛| #KOMAway,-1,8,@alsarah,coofetalk,GraphImage,2193763922824393859,en,Emjoi or No Caption,enEmjoi or No Caption
